Danton Heinen,ANA,1996-10-19,1000.0,C,43,7,7,30,32
Miro Heiskanen,DAL,2000-10-18,1000.0,D,55,8,19,52,47
Darren Helm,DET,1987-10-22,1000.0,C,47,3,5,20,39
Adam Henrique,ANA,1991-10-21,1000.0,C,45,12,9,32,40
Tomas Hertl,SJS,1994-10-20,1000.0,C,50,19,24,39,39
Matthew Highmore,TOT,1997-10-19,1000.0,LW,42,3,4,21,43
Matthew Highmore,CHI,1997-10-19,1000.0,LW,24,0,2,9,22
Vinnie Hinostroza,TOT,1995-10-20,1000.0,C,26,4,8,3,37
Roope Hintz,DAL,1997-10-19,1000.0,LW,41,15,28,15,52
Nico Hischier,NJD,1999-10-19,1000.0,C,21,6,5,20,11
Niklas Hjalmarsson,ARI,1988-10-21,1000.0,D,41,0,5,69,15
Mike Hoffman,STL,1990-10-21,1000.0,C,52,17,19,12,29
Nils Hoglander,VAN,2001-10-18,1000.0,LW,56,13,14,19,26
Justin Holl,TOR,1992-10-20,1000.0,D,55,2,18,84,82
Patric Hornqvist,FLA,1987-10-22,1000.0,RW,44,14,18,23,80
Bo Horvat,VAN,1996-10-19,1000.0,C,56,19,20,38,64
Brett Howden,NYR,1999-10-19,1000.0,C,42,1,6,35,57
Filip Hronek,DET,1998-10-19,1000.0,D,56,2,24,46,67
Jonathan Huberdeau,FLA,1994-10-20,1000.0,LW,55,20,41,11,51
Jack Hughes,NJD,2002-10-18,1000.0,C,56,11,20,15,15
Quinn Hughes,VAN,2000-10-18,1000.0,D,56,3,38,43,18
Dryden Hunt,ARI,1996-10-19,1000.0,LW,26,3,5,5,94
Ben Hutton,TOT,1994-10-20,1000.0,D,38,1,4,39,44
Ben Hutton,ANA,1994-10-20,1000.0,D,34,1,4,36,37
Matt Irwin,BUF,1988-10-21,1000.0,D,24,0,2,43,56
Calle Jarnkrok,NSH,1992-10-20,1000.0,C,49,13,15,15,30
Boone Jenner,CBJ,1994-10-20,1000.0,C,41,8,9,53,76
Nick Jensen,WSH,1991-10-21,1000.0,D,53,2,12,65,56
Ryan Johansen,NSH,1993-10-20,1000.0,C,48,7,15,16,43
Marcus Johansson,MIN,1991-10-21,1000.0,C,36,6,8,12,12
Tyler Johnson,TBL,1991-10-21,1000.0,C,55,8,14,15,63
Andreas Johnsson,NJD,1995-10-20,1000.0,LW,50,5,6,17,39
Henri Jokiharju,BUF,2000-10-18,1000.0,D,46,3,5,53,47
Caleb Jones,EDM,1998-10-19,1000.0,D,33,0,4,35,27
Max Jones,ANA,1999-10-19,1000.0,LW,46,7,4,11,100
Seth Jones,CBJ,1995-10-20,1000.0,D,56,5,23,101,102
Mathieu Joseph,TBL,1998-10-19,1000.0,RW,56,12,7,15,82
Roman Josi,NSH,1991-10-21,1000.0,D,48,8,25,83,27
Tyson Jost,COL,1999-10-19,1000.0,C,54,7,10,19,45
Olli Juolevi,VAN,1999-10-19,1000.0,D,23,2,1,30,23
Nazem Kadri,COL,1991-10-21,1000.0,C,56,11,21,19,36
Dominik Kahun,EDM,1996-10-19,1000.0,C,48,9,6,12,13
Kaapo Kakko,NYR,2002-10-18,1000.0,RW,48,9,8,16,14
Wyatt Kalynuk,CHI,1998-10-19,1000.0,D,21,4,5,21,25
David Kampf,CHI,1995-10-20,1000.0,C,56,1,11,14,45
Evander Kane,SJS,1992-10-20,1000.0,LW,56,22,27,22,97
Kasperi Kapanen,PIT,1997-10-19,1000.0,RW,40,11,19,8,41
Kirill Kaprizov,MIN,1998-10-19,1000.0,LW,55,27,24,18,29
Erik Karlsson,SJS,1991-10-21,1000.0,D,52,8,14,69,20
William Karlsson,VEG,1993-10-20,1000.0,C,56,14,25,29,29
Zack Kassian,EDM,1991-10-21,1000.0,RW,27,2,3,3,73
